"Group","SHA1","ID","Folder","FileName","Title","TransliteratedName","SortTitle","Version","Year","Publisher","Zone","DumpStatus","DumpInfo","Fixed","Trainer","Translation","Pirate","Cracked","Modified","Hack"
"Adventures of Dr. Jones, The",,fff175b37c990e4ad8b1a2af523e7d35d87cacf6,,,"The Adventures of Dr. Jones",,"Adventures of Dr. Jones, The","(Side B)",19xx,"Digital Artworx",us,,,,,,,,,"Alien BBS",,,
AdventureWriter,,db2939790444ec916ba150452aa241f752627776,,,,,,,1984,CodeWriter,us,,[k-file],,,,,,,,,,
"AdventureWriter vA01 & Rescue Adventure",,109febd48ad40f5517014c5f0692b79121b2d850,,,,,,,1983,CodeWriter,,,,,,,,,,,,,
A-E,,541afb8979bfb35e5782fb00a2ab4ce60bb27d28,,,A.E.,,,"(Side A)",1982,Broderbund,us,,,,,,,,,,,,
A-E,,335c7843731b7bde1386cdaf0daaf835f499759f,,,A.E.,,,"(Side B)",1982,Broderbund,us,,,,,,,,,,,,
A-E,,335c7843731b7bde1386cdaf0daaf835f499759f,,,A.E.,,,"(Side B)",1982,Broderbund,us,,,,,,,,,,,,
A-E,,541afb8979bfb35e5782fb00a2ab4ce60bb27d28,,,A.E.,,,"(Side A)",1982,Broderbund,us,,,,,,,,,,,,
Aerobics,,8bd8c045e9ba27bd27cdf78da6978dfb52b22d15,,,,,,"(Side B)",1984,"Spinnaker Software",us,,,,,,,,,,,,
Aerobics,,a504de325a0c8a1cbec8ca7bc96fd9473950c62c,,,,,,"(Side A)",1984,"Spinnaker Software",us,,,,,,,"Moris Oz",,,,,
"Aerobics - Disk 1",,d6cac2dc4fe6d0ee43e50d8a2f543884be05d4ce,,,Aerobics,,,"(Side A)",1984,"Spinnaker Software",us,,,,,,,,,,,,
"After Pearl",,d89f62daef903aa38974b5864abe3c4cff6ed781,,,,,,,1984,SUPERware,us,,,,,,,,,,,,
"After Pearl",,d89f62daef903aa38974b5864abe3c4cff6ed781,,,,,,,1984,SUPERware,us,,,,,,,,,,,,
Aftermath,,16b85817ea76e6c5a83c3c67207f9f463062c248,,,,,,,,,,,,,,,,,,,,,
"Agent 009",,241f732aeceb2169eaf0cd31a7b1f81c76008b78,,,,,,,1984,"Jeff'n Jeff",,,[k-file],,,,,,,,,,
"Agent 009",,241f732aeceb2169eaf0cd31a7b1f81c76008b78,,,,,,,1984,"Jeff'n Jeff",,,[k-file],,,,,,,,,,
"Agent USA",,c350f8e34188f6b2b52700cfc0b0c0eff87b3f94,,,,,,,1984,"Scholastic Wizware",us,,[k-file],,,,,"Iron Hacker",,,,,
"Agent USA",,c4af8e6a57a0751d8be16b3da8bba828aab19c48,,,,,,,1984,"Scholastic Wizware",us,a,"a 2",,,,,,,,,,
"Agent USA",,25cb237c4f177ab5dc3339be6d273d77183efa1a,,,,,,,1984,"Scholastic Wizware",us,a,"a 1",,,,,,,,,,
"Agent USA",,83204e53d312805163e92359e0608f39b9cd2ecd,,,,,,,,,,,,,,,,,,,,,
"Agent USA",,daf70aa6b0d3849a24603d028e93eaf58b0891e8,,,,,,,1984,"Scholastic Wizware",us,,,,,,,,,,,,
"Air Attack",,0b839672fc814cda905e99c5620064943c01bcdb,,,,,,,1984,"ANALOG Computing",us,a,"a 1",,,,,,,,,,
"Air Attack",,84bb077c8f44642332900f1eac14d67971c622cd,,,,,,,1984,"ANALOG Computing",us,a,"a 2",,,,,,,,,,
"Air Attack",,84bb077c8f44642332900f1eac14d67971c622cd,,,,,,,1984,"ANALOG Computing",us,a,"a 2",,,,,,,,,,
"Air Battle",,a029e93d04bb2db53bcc4c30da963f025417e91a,,,,,,,1981,"J. H. Palevich",,,"[req OSb]",,,,,,,,,,
"Air Combat",,56eaaa6105faa59b1f4b414386e1d63f6d431749,,,Commbat,,,,1981,"Adventure International",us,,"[req OSb]; [k-file]",,,,,,,,,,
"Air Hockey",,37b0620963d6a67506c1aad910f52c955b967f33,,,,,,,1986,"ANALOG Computing",us,,[k-file],,,,,,,,,,
"Air Hockey",,37b0620963d6a67506c1aad910f52c955b967f33,,,,,,,1986,"ANALOG Computing",us,,[k-file],,,,,,,,,,
"Air Raid 2000",,140c056e8b7987491bbee6c760f398556b5d6e80,,,,,,,1983,Antic,us,,[BASIC],,,,,,,,,,
"Air Raid!",,61eeaa57d4c3ce96ee0ab712a65b255f95924ab7,,,Air-Raid!,,,,1982/10/01,APX,us,,,,,,,,,,,,
"Air Raid!",,fb054544b4e54fb0490a675546e360661f41aaeb,,,Air-Raid!,,,,1982,APX,us,,[k-file],,,,,,,,,,
"Air Rescue",,98e3688f2da793fa343d8e9a47de413066a0982e,,,,,,,1991,"Atlantis Software",gb,,,,,,,"Mr. Bacardi",,,,,
"Air Strike",,c21406ad4b4d2eacfc74b20fe68e82b4898ae65b,,,Airstrike,,,,1982,"English Software",gb,a,"a 1; [k-file]",,,,,,,,,,
"Air Strike",,c21406ad4b4d2eacfc74b20fe68e82b4898ae65b,,,Airstrike,,,,1982,"English Software",gb,a,"a 1; [k-file]",,,,,,,,,,
"Air Strike II",,eef6d39a9e5f9a6a74358807d443aaa5eaa81d51,,,"Airstrike II",,,,1983,"English Software",gb,,[32k],,,,,,,,,,
"Air Strike II",,07ccb5ca6359e282a80128c62407555ce8503044,,,"Airstrike II",,,,1983,"English Software",gb,a,"a 1; [k-file]",,,,,,,,,,
"Air Strike II",,330a5f11c7dea32c7cd88473db864db5fe06af80,,,"Airstrike II",,,,1983,"English Software",gb,,,,,,,,,,,,
"Air Support",,c107f724c8249da9074fb080bcc223a6226e9cc1,,,,,,,1984,"Synapse Software",us,,,,,,,,,,,,
"Air Support",,b82dfe969a61a44b7b8fb704e9ff69572e71344e,,,,,,,1984,"Synapse Software",us,,[k-file],,,,,,,,,,
"Air Traffic Controller",,c68c7d6d07464c15038a7656b06d95442ff7195e,,,,,,,1981,"Creative Computing",us,,[k-file],,,,,,,,,,
"Air Traffic Controller",,c68c7d6d07464c15038a7656b06d95442ff7195e,,,,,,,1981,"Creative Computing",us,,[k-file],,,,,,,,,,
AIR_SUPPORT,,df1b4a352979fdc7e3e2d706a581ee4c64fa03af,,,,,,,,,,,,,,,,,,,,,
Airball,,235ee91bd150bfff4b9853dc06aa2abc24c17df7,,,,,,,1988,Atari,us,,,,,,,,,,,,
Airball,,5d3187815efcf41e31dbebf45b6cb3d884325b69,,,,,,,1988,Atari,us,,"[128k cartridge]",,,,,,,Homesoft,,,
Airline,,5feaed31576bc355be65b608afa5795d969a9f00,,,,,,,1985,Ariolasoft,de,,,,,,,,,,,,
Airline,,d311c0b60e94ba66b24d2dc8a1623ecd2542afd7,,,,,,,1985,Ariolasoft,de,a,"a 1",,,,,,,,,,
Airline,,5feaed31576bc355be65b608afa5795d969a9f00,,,,,,,1985,Ariolasoft,de,,,,,,,,,,,,
Air-Raid!,,fb054544b4e54fb0490a675546e360661f41aaeb,,,,,,,1982,APX,us,,[k-file],,,,,,,,,,
AIRRAID_AAREA_,,61eeaa57d4c3ce96ee0ab712a65b255f95924ab7,,,Air-Raid!,,,,1982/10/01,APX,us,,,,,,,,,,,,
AIRSTR2A_AAREA_,,a9efd68e1f9bb1235867759620a28b8daa50bf45,,,"Airstrike II",,,,1983,"English Software",gb,,[16k],,,,,,,,,,
AIRSTR2B_AAREA_,,eef6d39a9e5f9a6a74358807d443aaa5eaa81d51,,,"Airstrike II",,,,1983,"English Software",gb,,[32k],,,,,,,,,,
Airwolf,,557d6d8cbc3ded89d0fc40fb29319d27a545aafe,,,,,,,1985,Elite,gb,,[k-file],,,,,N.A.P.O.,,,,,
Airwolf,,557d6d8cbc3ded89d0fc40fb29319d27a545aafe,,,,,,,1985,Elite,gb,,[k-file],,,,,N.A.P.O.,,,,,
Airwolf,,36380520136ad1cce4775b6a0f5f6507d2147e0c,,,,,,,1985,Elite,gb,,"[Blue Thunder re-release]",,,,,,,,,,
AIRWOLF_AAREA_,,36380520136ad1cce4775b6a0f5f6507d2147e0c,,,Airwolf,,,,1985,Elite,gb,,"[Blue Thunder re-release]",,,,,,,,,,
"Akanis Ula - Disk 1",,21c6e586e1981a3519c4de67d29eda3c46d5c047,,,"Akanis Ula",,,"(Side A)",1987,Pressimage,fr,,[BASIC],,,,,,,,,,
"Akanis Ula - Disk 2",,d9429b7fc8b7aa6790e5c3e2f53c9589aa858439,,,"Akanis Ula",,,"(Side B)",1987,Pressimage,fr,,[BASIC],,,,,,,,,,
"Akanis Ula - Disk 3",,54bfac5e3e41f9fb4ccc332dc5b505fe5c716f53,,,"Akanis Ula",,,"(Side C)",1987,Pressimage,fr,,[BASIC],,,,,,,,,,
"Akanis Ula - Disk 4",,73bac1af8621a17361c26ad1d1c836c0549fe831,,,"Akanis Ula",,,"(Side D)",1987,Pressimage,fr,,[BASIC],,,,,,,,,,
"Akanis Ula - Disk 5",,84fc55c46f0c393d528bbd59d022c00564a9a727,,,"Akanis Ula",,,"(Side E)",1987,Pressimage,fr,,[BASIC],,,,,,,,,,
"Akanis Ula - Disk 6",,232ff0e8a7fdcc7ff61e8c4d7431319ceabe2b44,,,"Akanis Ula",,,"(Side F)",1987,Pressimage,fr,,[BASIC],,,,,,,,,,
"Akcie a tovarny",,7c637b35102e0924dd7687f4c37e294dba13e4ff,,,,,,,,,,,,,,,,,,,,,
Aladin,,65511d5bb4bc217a4538f41c8af357e5a7eb58dd,,,,,,(b),,,,,,,,,,,,,,,
Aladin,,9fe780ce9659d5018f789fca14ea75befba2f5ec,,,,,,,1986,Star-Soft,de,a,"a 1; [BASIC]",,,,,,,,,,
Aladin,,9fe780ce9659d5018f789fca14ea75befba2f5ec,,,,,,,1986,Star-Soft,de,a,"a 1; [BASIC]",,,,,,,,,,
Alchemia,,2ad70d79694e86d2f377561b9b56422d4f625965,,,,,,,1983,Mirage,pl,,[k-file],,,,,,,,,,
Alex,,f16db5846b6863ebf9c2bf2a0198d2c5fded59f2,,,"Alex - Robbo 3",,,(pl),1992,"L.K. Avalon",,,"[chaos loader]",,,,,,,,,,
"Alex - Robbo 3",,53b35a7a9d3c837846a3cb7754584ab42bec7bbe,,,,,,,1992,Robo-Soft,,,,,,,,,,,,,
"Alf In The Color Caves",,517d72fa1235f93f7dca9f28bf65dc53d22746a3,,,,,,,1984,"Spinnaker Software",us,,[k-file],,,,,,,,,,
"Alf In The Color Caves",,517d72fa1235f93f7dca9f28bf65dc53d22746a3,,,,,,,1984,"Spinnaker Software",us,,[k-file],,,,,,,,,,
"Alfa Boot",,5745195d1097454bd1b22dee17d3e4dbf43a427d,,,,,,"(Part 3 of 3)",1994,StanBit,pl,,,,,,,,,,,,
"Alfa Boot",,c0ba479de540585e4e29747b0ebb571035c2cfbd,,,,,,"(Part 1 of 3)",1994,StanBit,pl,,,,,,,,,,,,
"Alfa Boot",,17bb01a1b36b28f59bfb42f4cdde3083daa3f47b,,,,,,"(Part 2 of 3)",1994,StanBit,pl,,,,,,,,,,,,
"Alfa Boot",,fff60c1190d9d132c4c9c65f7e682c1cf3b458fc,,,,,,,1994,StanBit,pl,,,,,,,,,"GSL - KSL",,,
"Ali Baba And The Forty Thieves",,a737384411f64aa500476f3d81b9d4e9d60d5554,,,,,,,1981,"Quality Software",us,,[k-file],,,,,,,,,,
"Ali Baba And The Fourty Thieves",,c69a19c6d68dd26dc84cb5447e15560003303952,,,"Ali Baba and the Forty Thieves",,,,1981,"Quality Software",us,,"[req OSb]",,,,,,,,,,
Aliants,,44af911a87fa23673b09cbc85ace656615f560e2,,,,,,,1987,"TDC Distributors",us,,,,,,,,,"Thunder Dome BBS",,,
Aliants,,7ae60e0a1bcf7c99996e91ee147bd2d9eef4b9e7,,,,,,"(Disk 1 of 2 Side B)",1987,"TDC Distributors",us,,,,,,,,,,,,
Aliants,,d95fa67423989ffa6ef523dc977e902065b3d203,,,,,,"(Disk 2 of 2 Side A)",1987,"TDC Distributors",us,,,,,,,,,,,,
Aliants,,7d8bd7266321ac4b9e0c216a7f9499bcdd4621de,,,,,,"(Disk 1 of 2 Side A)",1987,"TDC Distributors",us,,,,,,,,,,,,
"Aliants - The Desperate Battle For Earth",,44af911a87fa23673b09cbc85ace656615f560e2,,,Aliants,,,,1987,"TDC Distributors",us,,,,,,,,,"Thunder Dome BBS",,,
"Alice in Wonderland - Disk 1",,6de9727b2bbb11ffc6976316080d3f01b63edbc8,,,,,,,,,,,,,,,,,,,,,
"Alien Ambush",,fa3f7e697b3a85ea77be0bec91863b76d90d6f8b,,,,,,,1982,"Micro D",us,,,,,,,,,,,,
"Alien Ambush",,aa9f094987d14205a11a1c2c7ad825198a854a77,,,,,,,1982,"Micro D",us,,[k-file],,,,,,,,,,
"Alien Asylums",,7dc8ee3713f419c7b5174d5085ae36cfdc536b1c,,,,,,,1985,Antic,us,,[BASIC],,,,,,,,,,
"Alien Attack",,f58e89facb01e73c262600afb44df2470ec8413b,,,,,,,,,,,,,,,,,,,,,
"Alien Blast",,ecbf39332f01dd51141497414902dc21b06bcf4b,,,,,,,1993,"Dean Garraghty Software",gb,,"[Light Gun]",,,,,,,,,,
"Alien Bugs",,25cb70640daf946a989bcf6281a11b6c6ecb2725,,,,,,,1984,"Davie, Andrew",,,,,,,,,,,,,
"Alien Egg",,2e91151f7fce145bcdcd4b2c0871a1d226f60d10,,,,,,,,,,,,,,,,,,,,,
"Alien Encounter v.II",,be650d6d4b2d5317112f815efa41b50c7efeea45,,,"Alien Encounter",,,"v 2; Copyright Public Domain",1984,"Firth, David",,,,,,,,,,,,,
"Alien Swarm",,adcc72c7f9c3617c64c7df36e520ae0d55766aaf,,,,,,"v 06",1982,"Inhome Software",ca,,,,,,,,,,,,
"Alien Swarm",,f3a0b8cd9b80afb2d1c5d2efa7c740bbc5523247,,,,,,"v 06",1982,"Inhome Software",ca,,[k-file],,,,,Piratesoft,,,,,
Alienbusters,,530468a9591d1c71f8e57db04c5edf298bc7e576,,,,,,(en),1991,Blackfire!,cz,,[k-file],,1,,,,,,,,
Aliens,,4cf4be78d57e56fcfcef87a148a45a79a56d7b30,,,,,,,,,,,,,,,,,,,,,
"Alley Cat",,811042e045fbb8ddf7a230e1e905b79a49eb27fd,,,,,,,1985,SynSoft,gb,,,,,,,,,,,,
"Alley Cat",,811042e045fbb8ddf7a230e1e905b79a49eb27fd,,,,,,,1985,SynSoft,gb,,,,,,,,,,,,
"Alley Cat",,a99e131f024e5df10316860b6d174a16aadc8651,,,,,,,1983,"Synapse Software",us,,,,,,,,,,,,
"Alley Cat -800b",,8e218bf38f31c1d1b937cd3d5ddd6a1436fbbf02,,,,,,"[DOS menu]",,,,,,,,,,,,,,,
Allies,,bb4ed9fa78b102bd3356a81ef30e650b1fe470f7,,,,,,,19xx,,,,,,,,,,,,,,
"All-Pro Football",,1f4b2d39f7a7834915a3f25be0321b0c9ef17b42,,,,,,"(Side A)",1984,Nexa,us,,,,,,,,,,,,
"All-Pro Football",,fe849e298c42b124f87d2c4b6595185300b3e932,,,,,,"(Side B)",1984,Nexa,us,,,,,,,,,,,,
"Alp Man",,8060798765e973f24c58b5c95d7c8d649fab48ab,,,,,,,1983,"Sar-An Computer Products",us,,[k-file],,,,,,,,,,
"Alp Man",,8060798765e973f24c58b5c95d7c8d649fab48ab,,,,,,,1983,"Sar-An Computer Products",us,,[k-file],,,,,,,,,,
"Alpha Run",,d35d8ca71b447c1f742fe4c5604c7dae2286882c,,,,,,,1983,Antic,us,,[BASIC],,,,,,,,,,
"Alpha Shield",,7fb1a646fbe2e70b49b08e57cec52b533a8648bf,,,,,,,1983,"Sirius Software",us,,,,,,,,,,,,
"Alpha Shield",,7d68e742de54135dd63cb905211a6fb521a22ad0,,,,,,,1983,"Sirius Software",us,,[k-file],,,,,,,,,,
"Alphabet Maze",,8361cef36295de16382c7b5a3d99ff30e0f899b7,,,,,,,1984,Arrays,us,,,,,,,,,,,,
"Alphabet Zoo",,15fa84f004888d749ed3abe8d5208a451f0e622c,,,,,,,1983,"Spinnaker Software",us,,[k-file],,,,,,,,,,
"Alphabet Zoo",,15fa84f004888d749ed3abe8d5208a451f0e622c,,,,,,,1983,"Spinnaker Software",us,,[k-file],,,,,,,,,,
Alptraum,,f639fec556716b00e5f799f29c238fb789d78c13,,,,,,"(Side A)",1987,"R&E Software",de,,,,,,,,,,,,
Alptraum,,1562619f9fde113060c0980e86cb74291f58951b,,,,,,"(Side B)",1987,"R&E Software",de,,,,,,,,,,,,
"Alternate Reality",,56b4b77c8adc882ccbd6004b478006debf62d90b,,,"Alternate Reality - The City",,,"(Disk 2 of 2 Side B)",1985,Datasoft,us,,,,,,,,,,,,
"Alternate Reality",,56b4b77c8adc882ccbd6004b478006debf62d90b,,,"Alternate Reality - The City",,,"(Disk 2 of 2 Side B)",1985,Datasoft,us,,,,,,,,,,,,
"Alternate Reality",,6a834553f02eb95078c36d73bce6fb08796abd48,,,,,,(s3),,,,,,,,,,,,,,,
"Alternate Reality",,6d455a06865c5abe0412d11db9b12e7f35afbcb0,,,"Alternate Reality - The City",,,"(Disk 1 of 2 Side A)",1985,Datasoft,us,,,,,,,Glenn,,,,,
"Alternate Reality",,d3c72662daab7488d595c3b0eead6bf08c75aea8,,,"Alternate Reality - The City",,,"(Disk 1 of 2 Side B)",1985,Datasoft,us,,,,,,,,,,,,
"Alternate Reality",,d4ac809f6cca6d87225f6f63350ccf0f839d9de4,,,,,,"(v1,s2)",,,,,,,,,,,,,,,
"Alternate Reality",,f3e58ceca6000b0516c0dc17f368526a3142454b,,,,,,(s2),,,,,,,,,,,,,,,
"Alternate Reality",,0a5918f52b5550dc23384f85c6c3a0f749dbdf7a,,,"Alternate Reality - The City",,,"(Disk 2 of 2 Side A)",1985,Datasoft,us,,,,,,,,,,,,
"Alternate Reality",,d1f5e96f75fd670c9473ecb48eda241e0246e844,,,"Alternate Reality - The City",,,"(Disk 2 of 2 Side A)",1985,Datasoft,us,,,,,,,Glenn,,,,,
"Alternate Reality",,cf285d8e0e8daa7d202da34388ae875d8f1ca270,,,,,,(s4),,,,,,,,,,,,,,,
"Alternate Reality",,309faf079c1d3d500412fff513aa75bca970140e,,,,,,(s1),,,,,,,,,,,,,,,
"Alternate Reality",,92f4c69ccf6fad3f853d73eb324efc0e12ed9711,,,"Alternate Reality - The City",,,"(Disk 1 of 2 Side A)",1985,Datasoft,us,a,"a 3",,,,,Glenn,,,,,
"Alternate Reality - The City",,56b4b77c8adc882ccbd6004b478006debf62d90b,,,,,,"(Disk 2 of 2 Side B)",1985,Datasoft,us,,,,,,,,,,,,
"Alternate Reality - The City",,0a5918f52b5550dc23384f85c6c3a0f749dbdf7a,,,,,,"(Disk 2 of 2 Side A)",1985,Datasoft,us,,,,,,,,,,,,
"Alternate Reality - The City",,6d455a06865c5abe0412d11db9b12e7f35afbcb0,,,,,,"(Disk 1 of 2 Side A)",1985,Datasoft,us,,,,,,,Glenn,,,,,
"Alternate Reality - The City",,d3c72662daab7488d595c3b0eead6bf08c75aea8,,,,,,"(Disk 1 of 2 Side B)",1985,Datasoft,us,,,,,,,,,,,,
"Alternate Reality - The City",,a1bf0fc7ada2c9c7fab2c2cf8daea68a31be0a14,,,,,,,1985,Datasoft,us,,"[Character Disk]",,,,,,,,,,
"Alternate Reality - The Dungeon",,8691d79df1fe961fd6a40517732f1b7ed4e46755,,,,,,"(Disk 3 of 3 Side A)",1986,Datasoft,us,,,,,,,,,,,,
"Alternate Reality - The Dungeon",,4c800dae315f1c541adc3bb0e298bf8f487d7c87,,,,,,"(Disk 1 of 3)",1986,Datasoft,us,,,,,,,"Heist Network",,,,,
"Alternate Reality - The Dungeon",,40d9273ef207922bcd6e3ac279ce790c297f0cf2,,,,,,"(Disk 2 of 3 Side A)",1986,Datasoft,us,,,,,,,,,,,,
"Alternate Reality - The Dungeon",,2418b65078a6e088f3fe4ea18fb4f1ef991b6897,,,,,,"(Disk 3 of 3 Side B)",1986,Datasoft,us,,,,,,,,,,,,
"Alternate Reality - The Dungeon",,fd804fa06f026625878f46038bb214efecec0402,,,,,,"(Disk 2 of 3 Side B)",1986,Datasoft,us,,,,,,,,,,,,
"Alternate Reality Dungeon Character Editor",,4a0eef2f037278dfb0c06b50d9f3938092390b93,,,"Alternate Reality Dungeon Character Editor!",,,,19xx,"Ben Flanagan",,,,,,,,,,,,,
"Alternate Reality Dungeon Character Editor!",,4a0eef2f037278dfb0c06b50d9f3938092390b93,,,,,,,19xx,"Ben Flanagan",,,,,,,,,,,,,
"Alternate Reality maps",,c53114fe289697f4a8298e8f2f2f3f59f913a060,,,,,,,19xx,,,,,,,,,,,,,,
"Alternate Reality Resurex",,9a874e0a748f3a5f29953e71db7a124a6b4f4655,,,"Resurex 2.0 for Alternate Reality - City & Dungeon",,,,1988,"Jim Norris - Lord Scotsman",,,,,,,,,,,,,
"Alternate Reality The Dungeon",,fd804fa06f026625878f46038bb214efecec0402,,,"Alternate Reality - The Dungeon",,,"(Disk 2 of 3 Side B)",1986,Datasoft,us,,,,,,,,,,,,
"Alternate Reality The Dungeon",,c2b9b302e8a188017c39f549b1b27f104a4a1a39,,,"Alternate Reality - The Dungeon",,,"(Disk 3 of 3 Side A)",1986,Datasoft,us,a,"a 1",,,,,,,,,,
"Alternate Reality The Dungeon",,2418b65078a6e088f3fe4ea18fb4f1ef991b6897,,,"Alternate Reality - The Dungeon",,,"(Disk 3 of 3 Side B)",1986,Datasoft,us,,,,,,,,,,,,
"Alternate Reality The Dungeon",,0c9bc372677b60504409f514b616adaf555925b9,,,"Alternate Reality - The Dungeon",,,"(Disk 1 of 3)",1986,Datasoft,us,a,"a 1",,,,,"Heist Network",,,,,
"Alternate Reality The Dungeon",,c7d3f52b21d1a73ac94d289f440afb0107ee5a53,,,,,,(s5),,,,,,,,,,,,,,,
"Alternate Reality The Dungeon",,250f90384ee5b8cdc0012c9235bccf7211f8ceb1,,,,,,(s4),,,,,,,,,,,,,,,
"Alternate Reality The Dungeon",,ef562ed05517e0ac028129a01460d753a080e0b1,,,"Alternate Reality - The Dungeon",,,"(Disk 2 of 3 Side A)",1986,Datasoft,us,a,"a 1",,,,,,,,,,
"Alternate Reality The Dungeon",,09c4a4bd77ce87d27bcc59511cc7484934a0ada1,,,,,,(s2),,,,,,,,,,,,,,,
"Alternate Reality The Dungeon",,f25a52a0d96532b1be991c40d4276e6c44daba64,,,,,,(s1),,,,,,,,,,,,,,,
"Alternate Reality The Dungeon",,8d4e7835d99514e321511cce2eb2053b5d217975,,,,,,(s3),,,,,,,,,,,,,,,
"Alternate Reality the Dungeon - Disk 1",,57b5801786097c2ba97a20603e99c372e39b1390,,,,,,,,,,,,,,,,,,,,,
Alternity,,dfd4f38f6919cc7ef667b4cf3e5d1db1a04b1502,,,,,,(proto),1983,Datamost,us,a,"a 1; [req OSb]",,,,,,,,,,
"Am Laufenden Band",,511b310b017cc018143c0607da768be7c6da599f,,,,,,,19xx,"Walters, Chet",de,,[BASIC],,,,,,,,,,
Amaurote,,54ad0969ee5bb8d4b712132c82a8133dc0c6c44c,,,,,,,1987,Mastertronic,gb,,[k-file],,,,,"Spider Man - Ebo",,,,,
Amaurote,,66d899fbf4f1de0e03c4bb508b408eda723b62d5,,,,,,,1987,Mastertronic,gb,,[k-file],,,,,,,,,,
Amaurote,,16d40a2e6f6bbafd0c399dd8c9fd5f972219830b,,,,,,,,,,,,,,,,,,,,,
Amaurote,,54ad0969ee5bb8d4b712132c82a8133dc0c6c44c,,,,,,,1987,Mastertronic,gb,,[k-file],,,,,"Spider Man - Ebo",,,,,
Amaze,,96692adc603fcbf38bc71326d4e73164bcd2bb24,,,,,,,19xx,,,,[k-file],,,,,,,,,,
Amazed,,8cbad446c9c5a6ae84fe91cf01663188d076b3d2,,,,,,,19xx,"Remington Steele",,,"[noATR]; [k-file]",,,,,,,,,,
Amazing,,079401693ad4659629b83d7c4522eb4abaf50546,,,,,,,1985,Antic,us,,[k-file],,,,,,,,,,
"Amazing Maze",,9f1c8e28a59b1a715d6e438b126b9056a601efd7,,,,,,"Copyright Public Domain",19xx,"Martin, Scott",,,[k-file],,,,,,,,,,
"Amazing Maze",,9f1c8e28a59b1a715d6e438b126b9056a601efd7,,,,,,"Copyright Public Domain",19xx,"Martin, Scott",,,[k-file],,,,,,,,,,
"Americas Cup",,4c3daf3cce3de088c07b9781cb85fc737a098c8c,,,,,,,,,,,,,,,,,,,,,
"America's Cup",,7012e4d5f1226926989616eac3ac02606c8139de,,,,,,"(Side A)",19xx,"Hall, Ken",au,,,,,,,,,,,,
"America's Cup",,9de7a2e6cc44d991d6567ce063574d515dfecc01,,,,,,"(Side B)",19xx,"Hall, Ken",au,,[Documentation],,,,,,,,,,
Amnesia,,269363b47b180ffecc1e25a5345991d3bd0f593d,,,,,,"Copyright Public Domain",19xx,Excel,gb,,[BASIC],,,,,,,,,,
Amnesia,,269363b47b180ffecc1e25a5345991d3bd0f593d,,,,,,"Copyright Public Domain",19xx,Excel,gb,,[BASIC],,,,,,,,,,
Amphibian,,7eb089b186b01d217095b0c39e5f863e873759c3,,,Amphibian!,,,,19xx,"Business Data Center",us,,[k-file],,,,,,,,,,
Amphibian!,,7eb089b186b01d217095b0c39e5f863e873759c3,,,,,,,19xx,"Business Data Center",us,,[k-file],,,,,,,,,,
Anagrams,,d9612415aab23a91b67b2a1d43246f396da858aa,,,,,,,1996/12,"Foskett, John",gb,,[BASIC],,,,,,,,,,
"Analog Man",,023a4e6360206d98c0efa3eedf4479fa9acc4e96,,,,,,,19xx,"ANALOG Computing",us,,,,,,,,,,,,
"Analog Man",,318204e4d66817bf7212a544b52990fab963135d,,,,,,,19xx,"ANALOG Computing",us,,[k-file],,,,,,,,,,
"Ancient Empire",,dffcb366bb2c6200a7299d5caf29607686644a50,,,,,,,,,,,,,,,,,,,,,
Android,,ab6d3906f03eb22ef7f113342832da81390d1d0e,,,,,,(en),1991,K-Soft,cz,,[k-file],,1,,,,,,,,
Android,,aafd5142ed7e0ae8d596fb72e97e785d6065279e,,,,,,(en),1991,K-Soft,cz,,[k-file],,,,,,,,,,
ANDROID_FIX_LOADER,,122e4b4a2d5664dffabf7039e4c981fd821ac195,,,,,,,,,,,,,,,,,,,,,
ANDROID_ORIGINAL_,,d6a02056521590ab8529ca9bbf674a2d1cf32032,,,,,,,,,,,,,,,,,,,,,
Andromeda,,97dfaa3961c4433bf6da6af20992e39a40192514,,,,,,,1982,"Gebelli Software",us,a,"a 1; [k-file]",,,,,,,,,,
Andromeda,,db2cc10b5dd4a3663f2c533db6a41267ebe99ad0,,,,,,,1982,"Gebelli Software",us,,[k-file],,,,,,,,,,
"Andromeda Conquest",,b429ca5c71982fea085fde9e0da16a4d6ed87712,,,,,,,1982,"Avalon Hill",us,,[BASIC],,,,,,,,,,
"Andromeda Conquest",,b429ca5c71982fea085fde9e0da16a4d6ed87712,,,,,,,1982,"Avalon Hill",us,,[BASIC],,,,,,,,,,
Androton,,d1b3da60375ab11aa76d91816b33b752d2b461c8,,,,,,,19xx,"ANALOG Computing",us,,[k-file],,,,,,,,,,
Androton,,d1b3da60375ab11aa76d91816b33b752d2b461c8,,,,,,,19xx,"ANALOG Computing",us,,[k-file],,,,,,,,,,
Andru,,787b933933ed9411be0a2f580cfa0c6cb257210c,,,,,,"Copyright Public Domain",19xx,"Davie, Andrew",,,[BASIC],,,,,,,,,,
Anduril,,5527873b0750a662cc6f26cb9b18efe04e375154,,,,,,,,,,,,,,,,,,,,,
Anduril,,b514d84e43145352615e2590817b48db7145b827,,,,,,,1989,"Gors Soft",,,,,,,,,,,,,
"Angleworms II",,c372e73b16f0c147649874497b2b4ce38a6caef8,,,,,,,19xx,"Ockers, Stan",us,,[k-file],,,,,,,,,,
